property_id,url,source,scrape_date,posting_date,html_path,property_type,category,transaction_type,new_construction,price,price_per_sqm,vat,cadastral_income,street,house_number,postal_code,locality,province,region,latitude,longitude,bedrooms,bedroom_surfaces,livable_surface,living_room_surface,kitchen_surface,kitchen_equipment,bathrooms,showers,toilets,build_year,currently_leased,furnished,heating_type,glazing_type,heat_pump,solar_panels,air_conditioning,primary_energy_consumption,epc,electrical_certificate,facades,facade_orientation,garden,garden_surface,garden_orientation,terrace,terrace_surface,balcony,garage,garages,indoor_parking,outdoor_parking,cellar,swimming_pool,elevator,running_water,flooding_area_type,demarcated_flooding_area,flood_g_score,flood_p_score,availability,building_state,land_surface,ground_depth,terrain_width,number_of_floors,apartment_floor,maintenance_cost,co_ownership_charges,nearest_city,nearest_city_distance_km
vbe14155,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbe14155,ImmoVlan,2026-06-15,2026-04-23,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe14155.html,flat,apartment,for-rent,0.0,1325.0,14.56,,,Helihavenlaan 50 A2.,5,1000.0,Brussels,Brussels,Brussels,50.86359,4.354876,2.0,,91.0,,,,2.0,,2.0,2022.0,0.0,0.0,Gas,,,,,76.0,B,1.0,,,0.0,,,1.0,13.0,,,,,,,,1.0,,,,,,From 01/07/2026,Normal,,,,7.0,2.0,200.0,,Brussels,1.91
vbe13246,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbe13246,ImmoVlan,2026-06-15,2026-04-22,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe13246.html,flat,apartment,for-rent,0.0,1990.0,16.18,,,Rue Joseph II,130 5,1000.0,Brussels,Brussels,Brussels,50.8445018,4.3788329,3.0,17;10;11,123.0,30.0,10.0,Super equipped,2.0,,2.0,2000.0,0.0,0.0,Gas,Double glass,,,,97.0,C,1.0,2.0,South,0.0,,,0.0,,,,,,,1.0,0.0,1.0,1.0,,,,,Immediately,Excellent,,,,4.0,3.0,110.0,,Brussels,2.05
vbe13335,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbe13335,ImmoVlan,2026-06-15,2026-04-22,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe13335.html,flat,apartment,for-rent,0.0,1600.0,17.78,,,Place Jean Jacobs 6 7.,4,1000.0,Brussels,Brussels,Brussels,50.835676,4.3523299,2.0,15;11,90.0,32.0,,Super equipped,2.0,1.0,2.0,2017.0,,0.0,Gas,Double glass,,,0.0,,,1.0,2.0,,0.0,,,1.0,6.0,,1.0,,1.0,,1.0,,1.0,,,,,,Immediately,Excellent,,,,,7.0,150.0,,Brussels,1.24
vbe15223,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbe15223,ImmoVlan,2026-06-15,2026-04-27,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe15223.html,flat,apartment,for-rent,0.0,3400.0,22.67,,,Rue Ernest Allard,40,1000.0,Brussels,Brussels,Brussels,50.8388603,4.3533761,3.0,12;11;10,150.0,27.0,17.0,Super equipped,2.0,2.0,2.0,1889.0,,0.0,Electricity,Double glass,,,1.0,,,1.0,2.0,East,0.0,,,1.0,2.0,,,,,,,0.0,0.0,1.0,,,,,,Fully renovated,,,6.0,3.0,1.0,,,Brussels,0.91
vbe15823,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbe15823,ImmoVlan,2026-06-15,2026-04-28,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe15823.html,flat,apartment,for-rent,0.0,1400.0,24.14,,,Boulevard Emile Jacqmain,4,1000.0,Brussels,Brussels,Brussels,50.8522461,4.3529381,1.0,13,58.0,19.0,,Super equipped,1.0,,1.0,,1.0,1.0,Gas,Double glass,,,,108.0,C,,2.0,,0.0,,,1.0,,,,,,,1.0,0.0,1.0,,,,,,,Excellent,,,,9.0,4.0,195.0,,Brussels,0.65
vbe15788,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbe15788,ImmoVlan,2026-06-15,2026-04-28,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe15788.html,flat,apartment,for-rent,0.0,950.0,21.11,,,,,1000.0,Brussels,Brussels,Brussels,50.8427501,4.3515499,1.0,,45.0,,,,,1.0,1.0,,0.0,1.0,,,,,,195.0,D,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,2.0,,,Brussels,0.45
vbe16391,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbe16391,ImmoVlan,2026-06-15,2026-04-29,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe16391.html,flat,apartment,for-rent,0.0,1800.0,18.0,,,,,1000.0,Brussels,Brussels,Brussels,50.8427501,4.3515499,2.0,12;19,100.0,37.0,14.0,Super equipped,2.0,1.0,2.0,,,0.0,,Double glass,,,,148.0,C,0.0,2.0,,,,,1.0,,,1.0,,1.0,1.0,,1.0,1.0,,,,,,Immediately,Fully renovated,,,,10.0,1.0,545.0,,Brussels,0.45
vbe16348,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbe16348,ImmoVlan,2026-06-15,2026-04-29,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe16348.html,flat,apartment,for-rent,0.0,1200.0,26.67,,,Enseignement,,1000.0,Brussels,Brussels,Brussels,50.8427501,4.3515499,,,45.0,25.0,,,,1.0,,,0.0,,,,,,,95.0,B,,2.0,,0.0,,,1.0,2.0,,,,,,,,,,,,,,From 01/06/2026,,,,,,2.0,75.0,,Brussels,0.45
vbe16143,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbe16143,ImmoVlan,2026-06-15,2026-04-29,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe16143.html,flat,apartment,for-rent,0.0,2000.0,20.83,,,Rue du Commerce,74,1000.0,Brussels,Brussels,Brussels,50.8430672,4.3685926,2.0,16;13,96.0,,,Super equipped,2.0,2.0,2.0,,,1.0,Gas,Double glass,,,,83.0,B,1.0,2.0,,0.0,,,1.0,9.0,,,,1.0,,,0.0,1.0,,,,,,,Normal,,,,2.0,1.0,150.0,,Brussels,1.37
vbe16389,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbe16389,ImmoVlan,2026-06-15,2026-04-29,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe16389.html,flat,apartment,for-rent,0.0,1200.0,20.0,,,,,1000.0,Brussels,Brussels,Brussels,50.8427501,4.3515499,1.0,14,60.0,21.0,6.0,,1.0,1.0,1.0,,,,,Double glass,,,,139.0,C,0.0,,,0.0,,,0.0,,,,,1.0,1.0,,1.0,1.0,,,,,,Immediately,Excellent,,,,10.0,0.0,395.0,,Brussels,0.45
vbe16423,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbe16423,ImmoVlan,2026-06-15,2026-04-29,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe16423.html,flat,apartment,for-rent,0.0,2500.0,14.62,,,Rue du Colombier,5,1000.0,Brussels,Brussels,Brussels,50.8525412,4.3551612,3.0,,171.0,64.0,,,2.0,,,,0.0,,Gas,,,,,121.0,C,,2.0,,0.0,,,1.0,58.0,,,,,,,,,,,,,,,,,,,,4.0,100.0,,Brussels,0.75
vbe16516,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbe16516,ImmoVlan,2026-06-15,2026-04-29,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe16516.html,flat,apartment,for-rent,0.0,1225.0,17.01,,,Saint Jean,4,1000.0,Brussels,Brussels,Brussels,50.8442607,4.3550895,1.0,15,72.0,,,Super equipped,1.0,,1.0,1960.0,,0.0,,,,,,68.0,B,1.0,2.0,,0.0,,,0.0,,,,,,,,0.0,1.0,,,,,,,Normal,,,,5.0,4.0,120.0,,Brussels,0.45
vbe16725,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbe16725,ImmoVlan,2026-06-15,2026-04-30,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe16725.html,flat,apartment,for-rent,0.0,1355.0,14.89,,,Helihavenlaan 50 A5.,4,1000.0,Brussels,Brussels,Brussels,50.8636,4.354877,2.0,,91.0,,,,2.0,,2.0,2022.0,0.0,0.0,Gas,,,,,80.0,B,1.0,,,0.0,,,1.0,13.0,,1.0,,,,,,1.0,,,,,,From 01/07/2026,Normal,,,,,4.0,200.0,,Brussels,1.91
vbe17211,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbe17211,ImmoVlan,2026-06-15,2026-05-02,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe17211.html,flat,apartment,for-rent,0.0,1250.0,,,,Place du Grand Sablon,,1000.0,Brussels,Brussels,Brussels,50.8416588,4.3537942,,,0.0,,,,,,,,0.0,1.0,,,,,1.0,,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,,,From 31/07/2026,,,,,,,,,Brussels,0.62
vbe17353,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbe17353,ImmoVlan,2026-06-15,2026-05-03,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe17353.html,flat,apartment,for-rent,0.0,730.0,,,,Rue de Malines,,1000.0,Brussels,Brussels,Brussels,50.8540484,4.3567878,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,,,From 01/08/2026,,,,,,,,,Brussels,0.95
vbe17384,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbe17384,ImmoVlan,2026-06-15,2026-05-03,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe17384.html,flat,apartment,for-rent,0.0,1500.0,,,,Place Saint-Géry,,1000.0,Brussels,Brussels,Brussels,50.8482948,4.3473609,,,0.0,,,,,,,,0.0,1.0,,,,,,,,,,,0.0,,,1.0,,0.0,,,,,,,,,,,,,From 01/08/2026,,,,,,,,,Brussels,0.25
vbe17394,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbe17394,ImmoVlan,2026-06-15,2026-05-03,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe17394.html,flat,apartment,for-rent,0.0,890.0,,,,Rue Saint-Michel,,1000.0,Brussels,Brussels,Brussels,50.8523006,4.3545209,,,0.0,,,,,,,,0.0,1.0,,,,,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,,,From 01/08/2026,,,,,,,,,Brussels,0.7
vbe17403,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbe17403,ImmoVlan,2026-06-15,2026-05-03,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe17403.html,flat,apartment,for-rent,0.0,1600.0,,,,Rue Royale,,1000.0,Brussels,Brussels,Brussels,50.8520143,4.3653412,,,0.0,,,,,,,,0.0,1.0,,,,,,,,,,,0.0,,,1.0,,0.0,,,,,,,,,,,,,From 01/07/2026,,,,,,,,,Brussels,1.23
vbe17391,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbe17391,ImmoVlan,2026-06-15,2026-05-03,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe17391.html,flat,apartment,for-rent,0.0,810.0,,,,Rue aux Fleurs,,1000.0,Brussels,Brussels,Brussels,50.8527753,4.3522809,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,,,From 01/08/2026,,,,,,,,,Brussels,0.7
vbe17407,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbe17407,ImmoVlan,2026-06-15,2026-05-03,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe17407.html,flat,apartment,for-rent,0.0,1100.0,,,,Boulevard de la Cambre,,1000.0,Brussels,Brussels,Brussels,50.81593,4.37489,,,0.0,,,,,,,,0.0,1.0,,,,,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,,,From 01/08/2026,,,,,,,,,Brussels,3.85
vbe17456,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbe17456,ImmoVlan,2026-06-15,2026-05-03,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe17456.html,flat,apartment,for-rent,0.0,1150.0,19.17,,,Rue du Vieux Marché aux Grains,18,1000.0,Brussels,Brussels,Brussels,50.8497814,4.3464886,1.0,14,60.0,30.0,,,1.0,,1.0,1920.0,,0.0,Gas,Double glass,,,,269.0,E,1.0,2.0,,0.0,,,1.0,,,,,,,1.0,0.0,0.0,,,,,,,Normal,,,,6.0,3.0,35.0,,Brussels,0.42
vbe17497,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbe17497,ImmoVlan,2026-06-15,2026-05-03,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe17497.html,flat,apartment,for-rent,0.0,910.0,21.67,,,Rue de la clé,11,1000.0,Brussels,Brussels,Brussels,50.85273,4.3431624,1.0,9,42.0,22.0,,,1.0,1.0,1.0,1950.0,0.0,0.0,Gas,Double glass,,,,154.0,D,1.0,2.0,,0.0,,,0.0,,,,,,,1.0,0.0,0.0,1.0,,,,,Immediately,New,,,,1.0,,90.0,,Brussels,0.82
vbe17682,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbe17682,ImmoVlan,2026-06-15,2026-05-04,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe17682.html,flat,apartment,for-rent,1.0,1675.0,18.61,,,Rue Joseph II,82 12,1000.0,Brussels,Brussels,Brussels,50.8452914,4.3752151,2.0,,90.0,,,,,1.0,1.0,2022.0,0.0,0.0,Electricity,,,,0.0,,,,,,1.0,,,0.0,,,,,,,,,0.0,,,,,,From 31/07/2026,New,,,,6.0,3.0,210.0,,Brussels,1.78
vbe17873,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbe17873,ImmoVlan,2026-06-15,2026-05-04,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe17873.html,flat,apartment,for-rent,0.0,1416.0,12.31,,,,,1000.0,Brussels,Brussels,Brussels,50.8427501,4.3515499,2.0,,115.0,,,,1.0,,,,0.0,,,,,,,189.0,D,,2.0,South,1.0,10.0,,1.0,20.0,,,,,,,,,,,,,,,,,,,,1.0,50.0,,Brussels,0.45
vbe18133,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbe18133,ImmoVlan,2026-06-15,2026-05-05,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe18133.html,flat,apartment,for-rent,0.0,2250.0,,,,Rue Charles Hanssens,,1000.0,Brussels,Brussels,Brussels,50.8394329,4.3532337,,,0.0,,,,,,,,0.0,1.0,,,,,,,,,,,0.0,,,1.0,,0.0,,,,,,,,,,,,,From 23/07/2026,,,,,,,,,Brussels,0.84
vbe19139,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbe19139,ImmoVlan,2026-06-15,2026-05-06,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe19139.html,flat,apartment,for-rent,0.0,1600.0,22.86,,,,,1000.0,Brussels,Brussels,Brussels,50.8427501,4.3515499,1.0,16,70.0,25.0,5.0,Super equipped,1.0,1.0,2.0,2017.0,,1.0,Gas,,,,0.0,26.0,A,1.0,2.0,South,0.0,,,1.0,70.0,,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,,,,,,Excellent,,20.0,20.0,8.0,7.0,300.0,,Brussels,0.45
vbe18528,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbe18528,ImmoVlan,2026-06-15,2026-05-05,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe18528.html,flat,apartment,for-rent,0.0,1600.0,,,,,,1000.0,Brussels,Brussels,Brussels,50.8427501,4.3515499,2.0,,0.0,,,,1.0,,,,0.0,,,,,,,,,,2.0,South,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,5.0,,,Brussels,0.45
vbe19630,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbe19630,ImmoVlan,2026-06-15,2026-05-07,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe19630.html,flat,apartment,for-rent,0.0,1800.0,21.18,,,,,1000.0,Brussels,Brussels,Brussels,50.8427501,4.3515499,2.0,,85.0,,,,1.0,1.0,,,0.0,,Gas,,,,,,,,2.0,,0.0,,,1.0,8.0,,1.0,1.0,1.0,,,,,,,,,,From 07/05/2026,,,,,,5.0,175.0,,Brussels,0.45
vbe19783,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbe19783,ImmoVlan,2026-06-15,2026-05-08,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe19783.html,flat,apartment,for-rent,0.0,1200.0,,,,Rue des Eburons,,1000.0,Brussels,Brussels,Brussels,50.8484518,4.379499,,,0.0,,,,,,,,0.0,1.0,,,,,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,,,From 22/06/2026,,,,,,,,,Brussels,2.09
vbe19786,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbe19786,ImmoVlan,2026-06-15,2026-05-08,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe19786.html,flat,apartment,for-rent,0.0,1095.0,,,,Rue d'Ophem,,1000.0,Brussels,Brussels,Brussels,50.853306,4.3450598,1.0,10,0.0,,,,,,,,0.0,1.0,,,,,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,,,From 06/08/2026,,,,,,,,,Brussels,0.81
vbe17874,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbe17874,ImmoVlan,2026-06-15,2026-05-04,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe17874.html,flat,apartment,for-rent,0.0,1270.0,12.7,,,,,1000.0,Brussels,Brussels,Brussels,50.8427501,4.3515499,2.0,,100.0,,,,1.0,,,,0.0,,,,,,,255.0,E,,2.0,South,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,2.0,50.0,,Brussels,0.45
vbe19790,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbe19790,ImmoVlan,2026-06-15,2026-05-08,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe19790.html,flat,apartment,for-rent,0.0,1390.0,,,,Rue Camusel,,1000.0,Brussels,Brussels,Brussels,50.846039,4.3412515,,,0.0,,,,,,,,0.0,1.0,,,,,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,,,From 12/06/2026,,,,,,,,,Brussels,0.61
vbe19980,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbe19980,ImmoVlan,2026-06-15,2026-05-08,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe19980.html,flat,apartment,for-rent,0.0,1350.0,15.88,,,Rue des Fabriques,69,1000.0,Brussels,Brussels,Brussels,50.8491967,4.3395333,2.0,14;9,85.0,30.0,,Super equipped,1.0,,1.0,2017.0,,0.0,Gas,Double glass,,,,91.0,B,1.0,2.0,,0.0,,,1.0,10.0,,,,1.0,1.0,1.0,,1.0,,,,,,,Excellent,,,,5.0,5.0,170.0,,Brussels,0.78
vbe20316,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbe20316,ImmoVlan,2026-06-15,2026-05-09,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe20316.html,flat,apartment,for-rent,0.0,1450.0,14.8,,,Rue Notre-Seigneur,11,1000.0,Brussels,Brussels,Brussels,50.840813,4.3494625,2.0,,98.0,48.0,,,1.0,,,,0.0,,Gas,,,,,114.0,C,,2.0,South,0.0,,,1.0,8.0,,,,,,,,,,,,,,From 07/07/2026,,,,,,2.0,70.0,,Brussels,0.66
vbe20440,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbe20440,ImmoVlan,2026-06-15,2026-05-10,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe20440.html,flat,apartment,for-rent,0.0,2450.0,15.71,,,Square Gutenberg,17,1000.0,Brussels,Brussels,Brussels,50.8484134,4.3772772,3.0,,156.0,,,Super equipped,1.0,1.0,2.0,,,0.0,,,,,,138.0,C,1.0,2.0,,,,,1.0,49.0,,,,,,,0.0,0.0,,,,,,,Excellent,,,,3.0,0.0,50.0,,Brussels,1.93
vbe20851,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbe20851,ImmoVlan,2026-06-15,2026-05-11,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe20851.html,flat,apartment,for-rent,0.0,1300.0,13.0,,,,,1000.0,Brussels,Brussels,Brussels,50.8427501,4.3515499,2.0,,100.0,45.0,,,1.0,,,,0.0,,Gas,,,,,143.0,C,,2.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,3.0,,,Brussels,0.45
vbe20850,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbe20850,ImmoVlan,2026-06-15,2026-05-11,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe20850.html,flat,apartment,for-rent,0.0,1300.0,14.44,,,,,1000.0,Brussels,Brussels,Brussels,50.8427501,4.3515499,2.0,,90.0,40.0,,,1.0,,,,0.0,,Gas,,,,,194.0,D,,2.0,,0.0,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,6.0,,,Brussels,0.45
vbe21558,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbe21558,ImmoVlan,2026-06-15,2026-05-12,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe21558.html,flat,apartment,for-rent,0.0,1300.0,24.07,,,Rue Saint-Michel,16,1000.0,Brussels,Brussels,Brussels,50.85247,4.35464,1.0,,54.0,,,,,1.0,1.0,,0.0,1.0,,,,,,232.0,E,0.0,2.0,,0.0,,,1.0,,,,,,,,,1.0,1.0,,,,,From 01/07/2026,Normal,,,,4.0,1.0,100.0,,Brussels,0.72
vbe21573,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbe21573,ImmoVlan,2026-06-15,2026-05-12,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe21573.html,flat,apartment,for-rent,0.0,1150.0,17.69,,,Boulevard Adolphe Max,45,1000.0,Brussels,Brussels,Brussels,50.85282,4.35502,1.0,,65.0,,,,1.0,,1.0,,0.0,0.0,Gas,,,,,,,0.0,2.0,,0.0,,,0.0,,,,,,,,,1.0,1.0,,,,,From 01/08/2026,Normal,,,,4.0,1.0,100.0,,Brussels,0.77
vbe21557,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbe21557,ImmoVlan,2026-06-15,2026-05-12,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe21557.html,flat,apartment,for-rent,0.0,1400.0,21.54,,,Rue Saint-Michel,16,1000.0,Brussels,Brussels,Brussels,50.85247,4.354638,2.0,,65.0,20.0,,,1.0,,1.0,1910.0,0.0,1.0,Gas,,,,,350.0,G,0.0,2.0,South-west,0.0,,,1.0,1.0,,,,,,,,1.0,1.0,,,,,From 06/08/2026,Normal,,,,4.0,4.0,100.0,,Brussels,0.72
vbe21653,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbe21653,ImmoVlan,2026-06-15,2026-05-12,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe21653.html,flat,apartment,for-rent,0.0,2250.0,19.74,,,,,1000.0,Brussels,Brussels,Brussels,50.8427501,4.3515499,2.0,11;16,114.0,,,Super equipped,2.0,2.0,2.0,,,0.0,Gas,Double glass,,,,169.0,D,1.0,2.0,,0.0,,,1.0,25.0,,1.0,1.0,,,1.0,0.0,1.0,,,,,,,Normal,,,,4.0,0.0,100.0,,Brussels,0.45
vbe21523,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbe21523,ImmoVlan,2026-06-15,2026-05-12,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe21523.html,flat,apartment,for-rent,0.0,1650.0,20.37,,,Saint Jean,4,1000.0,Brussels,Brussels,Brussels,50.8442607,4.3550895,3.0,,81.0,,,Super equipped,1.0,,1.0,,,0.0,,Double glass,,,,,,1.0,2.0,,0.0,,,1.0,10.0,,,,,,,0.0,1.0,,,,,,,Excellent,,,,5.0,5.0,150.0,,Brussels,0.45
vbe21559,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbe21559,ImmoVlan,2026-06-15,2026-05-12,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe21559.html,flat,apartment,for-rent,0.0,1100.0,22.0,,,Boulevard Adolphe Max,27,1000.0,Brussels,Brussels,Brussels,50.85257,4.35472,1.0,,50.0,,,,1.0,,1.0,,0.0,0.0,,,,,,199.0,D,0.0,2.0,,0.0,,,0.0,,,,,,,,,1.0,1.0,,,,,From 01/09/2026,Normal,,,,4.0,1.0,100.0,,Brussels,0.74
vbe21574,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbe21574,ImmoVlan,2026-06-15,2026-05-12,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe21574.html,flat,apartment,for-rent,0.0,1150.0,16.43,,,Boulevard Adolphe Max,45,1000.0,Brussels,Brussels,Brussels,50.8528167,4.355019,1.0,,70.0,,,,1.0,,1.0,,0.0,0.0,,,,,,,,0.0,2.0,,0.0,,,0.0,,,,,,,,,1.0,1.0,,,,,From 01/08/2026,Normal,,,,4.0,2.0,100.0,,Brussels,0.77
vbe22281,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbe22281,ImmoVlan,2026-06-15,2026-05-14,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe22281.html,flat,apartment,for-rent,0.0,1300.0,,,,Rue Saint-Jean,,1000.0,Brussels,Brussels,Brussels,50.84457,4.35433,,,0.0,,,,,,,,0.0,1.0,,,,,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,,,From 14/06/2026,,,,,,,,,Brussels,0.39
vbe22804,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbe22804,ImmoVlan,2026-06-15,2026-05-15,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe22804.html,flat,apartment,for-rent,0.0,4900.0,23.67,,,Avenue Louise,186,1000.0,Brussels,Brussels,Brussels,50.8279,4.36387,3.0,26;17;16,207.0,,,,3.0,,1.0,,0.0,1.0,,Double glass,,0.0,0.0,133.0,C,0.0,2.0,,0.0,,,1.0,,,1.0,,1.0,,,,1.0,1.0,,,,,Immediately,Excellent,,,,9.0,7.0,330.0,,Brussels,2.31
