property_id,url,source,scrape_date,posting_date,html_path,property_type,category,transaction_type,new_construction,price,price_per_sqm,vat,cadastral_income,street,house_number,postal_code,locality,province,region,latitude,longitude,bedrooms,bedroom_surfaces,livable_surface,living_room_surface,kitchen_surface,kitchen_equipment,bathrooms,showers,toilets,build_year,currently_leased,furnished,heating_type,glazing_type,heat_pump,solar_panels,air_conditioning,primary_energy_consumption,epc,electrical_certificate,facades,facade_orientation,garden,garden_surface,garden_orientation,terrace,terrace_surface,balcony,garage,garages,indoor_parking,outdoor_parking,cellar,swimming_pool,elevator,running_water,flooding_area_type,demarcated_flooding_area,flood_g_score,flood_p_score,availability,building_state,land_surface,ground_depth,terrain_width,number_of_floors,apartment_floor,maintenance_cost,co_ownership_charges,nearest_city,nearest_city_distance_km
vbe29028,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbe29028,ImmoVlan,2026-06-15,2026-06-01,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe29028.html,flat,apartment,for-rent,0,1400,13.46,,,Avenue de Calabre,6,1200,Sint-Lambrechts-Woluwe,Brussels,Brussels,50.8548971,4.4311516,2,14;10,104,34,,Super equipped,2,1,2,2006,,0,Gas,Double glass,,,0,132,C,1,2,,,,,1,5,,,,2,,1,,1,1,,,,,Immediately,Fully renovated,,,,4,3,250,,Brussels,5.78
vbe29164,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbe29164,ImmoVlan,2026-06-15,2026-06-02,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe29164.html,flat,apartment,for-rent,0,1050,13.82,,,Avenue du Roi Chevalier,48,1200,Sint-Lambrechts-Woluwe,Brussels,Brussels,50.8446099,4.4180481,1,15,76,27,,Super equipped,1,1,1,,,0,Gas,Double glass,,,,599,G,1,2,,,,,,,1,,,,,1,,0,1,,,,,,Excellent,,,,3,3,,,Brussels,4.79
vbe29391,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbe29391,ImmoVlan,2026-06-15,2026-06-15,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe29391.html,,,for-rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vbe29484,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbe29484,ImmoVlan,2026-06-15,2026-06-02,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe29484.html,flat,apartment,for-rent,0,950,11.88,,,Rue Fernand Mélard,11b 3,1200,Sint-Lambrechts-Woluwe,Brussels,Brussels,50.8416701,4.4281141,1,14,80,25,,Fully equipped,1,,1,,,0,Gas,Double glass,,,,394,G,,,,,,,1,3,,,,,,1,,0,1,,,,,Immediately,Normal,,,,3,3,150,,Brussels,5.52
vbe29469,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbe29469,ImmoVlan,2026-06-15,2026-06-15,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe29469.html,,,for-rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vbe29546,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbe29546,ImmoVlan,2026-06-15,2026-06-15,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe29546.html,,,for-rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vbe29630,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbe29630,ImmoVlan,2026-06-15,2026-06-02,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe29630.html,flat,apartment,for-rent,0,1750,13.57,,,Avenue Oscar Jespers,40 12,1200,Sint-Lambrechts-Woluwe,Brussels,Brussels,50.8576909,4.4414231,2,,129,40,11,Super equipped,2,,2,2008,0,0,Gas,Double glass,,,,96,C,0,2,,,,,1,15,,,,1,,,,1,1,,,,,,Excellent,,,,3,1,140,,Brussels,6.54
vbe29760,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbe29760,ImmoVlan,2026-06-15,2026-06-02,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe29760.html,flat,apartment,for-rent,0,1750,13.46,,,,,1200,Sint-Lambrechts-Woluwe,Brussels,Brussels,50.842365,4.423892,2,17;11,130,30,,Super equipped,2,1,1,2010,,0,Gas,Double glass,,,,,,1,2,,,,,1,15,,1,1,1,,,,1,,,,,,,Excellent,,,,3,1,160,,Brussels,5.22
vbe29559,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbe29559,ImmoVlan,2026-06-15,2026-06-15,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe29559.html,,,for-rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vbe29851,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbe29851,ImmoVlan,2026-06-15,2026-06-15,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe29851.html,,,for-rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vbe30109,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbe30109,ImmoVlan,2026-06-15,2026-06-03,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe30109.html,flat,apartment,for-rent,0,970,13.47,,,Avenue Henri Pauwels,13,1200,Sint-Lambrechts-Woluwe,Brussels,Brussels,50.8423043,4.4243406,1,14;7,72,27,7,Partially equipped,1,1,1,1970,,0,Gas,Double glass,,,,250,E,0,2,South-west,,,,1,,,,,,,,,0,1,,,,,Immediately,Excellent,,,,3,3,,,Brussels,5.25
vbe30189,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbe30189,ImmoVlan,2026-06-15,2026-06-03,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe30189.html,flat,apartment,for-rent,0,1250,15.62,,,Avenue Herbert Hoover,120,1200,Sint-Lambrechts-Woluwe,Brussels,Brussels,50.8486562,4.4103854,2,15;12,80,33,,Super equipped,1,1,1,,,0,Gas,Double glass,,,,154,D,0,2,,,,,1,2,1,,,,,,,0,1,,,,,,Fully renovated,,,,3,1,30,,Brussels,4.25
vbe30240,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbe30240,ImmoVlan,2026-06-15,2026-06-03,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe30240.html,flat,apartment,for-rent,0,1750,18.62,,,Clos Amanda Stassart,12,1200,Sint-Lambrechts-Woluwe,Brussels,Brussels,50.840882,4.4458697,2,15;10,94,34,,,1,,1,2021,,0,Gas,Double glass,,,,42,A,1,,,,,,1,7,,,,1,1,1,,1,1,,,,,Immediately,Excellent,,,,3,2,200,,Brussels,6.77
vbe30627,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbe30627,ImmoVlan,2026-06-15,2026-06-03,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe30627.html,flat,apartment,for-rent,0,1500,15.0,,,AVENUE DU MISTRAL,2,1200,Sint-Lambrechts-Woluwe,Brussels,Brussels,50.8531,4.43848,2,12;12,100,,,,1,,1,1990,0,1,,Double glass,,,0,133,C,1,2,South,,,,1,,,,,1,,,,1,1,,,,,From 30/06/2026,Normal,,,,,2,200,,Brussels,6.26
vbe30703,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbe30703,ImmoVlan,2026-06-15,2026-06-04,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe30703.html,flat,apartment,for-rent,0,2300,14.38,,,,,1200,Sint-Lambrechts-Woluwe,Brussels,Brussels,50.842365,4.423892,3,18;17;12,160,,,Super equipped,2,2,2,1935,,0,Gas,Double glass,,,0,246,E,1,2,,,,,,,,1,1,1,1,1,,1,1,,,,,Immediately,Fully renovated,,,,6,1,450,,Brussels,5.22
vbe30704,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbe30704,ImmoVlan,2026-06-15,2026-06-04,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe30704.html,flat,apartment,for-rent,0,2300,14.38,,,,,1200,Sint-Lambrechts-Woluwe,Brussels,Brussels,50.842365,4.423892,3,18;17;12,160,,,Super equipped,2,2,2,1935,,1,Gas,Double glass,,,0,246,E,1,2,,,,,,,,1,1,1,1,1,,1,1,,,,,Immediately,Fully renovated,,,,6,1,450,,Brussels,5.22
vbe31104,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbe31104,ImmoVlan,2026-06-15,2026-06-04,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe31104.html,flat,apartment,for-rent,0,1250,21.55,,,Neerveldstraat 107 B,20,1200,Sint-Lambrechts-Woluwe,Brussels,Brussels,50.8529203,4.4422131,1,,58,,,,1,,1,2025,0,0,,,,,,,,0,,,,,,1,12,,,,,,,,1,,,,,,Immediately,New,,,,,3,75,,Brussels,6.52
vbe31105,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbe31105,ImmoVlan,2026-06-15,2026-06-04,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe31105.html,flat,apartment,for-rent,0,2100,17.21,,,Neerveldstraat 107 C,10,1200,Sint-Lambrechts-Woluwe,Brussels,Brussels,50.8529203,4.4422131,3,,122,,,,2,,2,2025,0,0,,,,,,,,0,,,,,,1,31,,,,,,,,1,,,,,,Immediately,New,,,,,2,125,,Brussels,6.52
vbe31106,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbe31106,ImmoVlan,2026-06-15,2026-06-04,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe31106.html,flat,apartment,for-rent,0,1100,26.19,,,Neerveldstraat 107 B,33,1200,Sint-Lambrechts-Woluwe,Brussels,Brussels,50.8529203,4.4422131,1,,42,,,,1,,1,2025,0,0,,,,,,,,0,,,,,,1,4,,,,,,,,1,,,,,,Immediately,New,,,,,6,75,,Brussels,6.52
vbe31243,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbe31243,ImmoVlan,2026-06-15,2026-06-05,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe31243.html,flat,apartment,for-rent,0,1250,12.63,,,Avenue Heydenberg,45,1200,Sint-Lambrechts-Woluwe,Brussels,Brussels,50.8472258,4.4168966,2,13;17,99,26,9,,1,1,1,1970,,0,Gas,Double glass,,,,229,E,1,3,,,,,,,1,1,1,,,1,,1,1,,,,,,Fully renovated,,,,4,3,,,Brussels,4.7
vbe31408,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbe31408,ImmoVlan,2026-06-15,2026-06-05,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe31408.html,flat,apartment,for-rent,0,2450,16.67,,,Avenue Marcel Thiry,160 51,1200,Sint-Lambrechts-Woluwe,Brussels,Brussels,50.8572454,4.4344625,3,,147,,,,,1,,2022,0,0,Gas,,,,0,,,,,,,,,1,63,,,,,,,,0,,,,,,From 31/08/2026,Excellent,,,,6,5,325,,Brussels,6.05
vbe31982,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbe31982,ImmoVlan,2026-06-15,2026-06-07,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe31982.html,flat,apartment,for-rent,0,1500,11.54,,,Avenue de Janvier,38 9,1200,Sint-Lambrechts-Woluwe,Brussels,Brussels,50.849598,4.4140981,3,11;11;15,130,40,11,Fully equipped,2,1,2,,1,0,,Double glass,,,0,130,C,,2,,,,,1,6,,,,1,,1,,1,,,,,,,Normal,,,,4,1,350,,Brussels,4.52
vbe31409,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbe31409,ImmoVlan,2026-06-15,2026-06-05,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe31409.html,flat,apartment,for-rent,0,1500,13.64,,,Avenue Jean Monnet,7,1200,Sint-Lambrechts-Woluwe,Brussels,Brussels,50.8557761,4.4318654,3,14;10;10,110,30,7,Super equipped,2,1,2,2009,1,0,Gas,Double glass,,,0,157,D,1,4,West,,,,1,31,,,,1,,1,,1,1,,,,,,Normal,,,53,5,0,110,,Brussels,5.84
vbe32115,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbe32115,ImmoVlan,2026-06-15,2026-06-08,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe32115.html,flat,apartment,for-rent,0,1350,15.0,,,Avenue Paul Hymans,6,1200,Sint-Lambrechts-Woluwe,Brussels,Brussels,50.8446902,4.4268361,2,15;9,90,35,,Fully equipped,1,,1,,,0,Gas,Double glass,,,0,274,E,1,2,,,,,1,,,,,,,,,1,,,,,,,Excellent,,,,5,3,,,Brussels,5.41
vbe32210,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbe32210,ImmoVlan,2026-06-15,2026-06-08,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe32210.html,flat,apartment,for-rent,0,1600,17.39,,,Rue de l'Athénée Royal,89,1200,Sint-Lambrechts-Woluwe,Brussels,Brussels,50.8511516,4.4402052,2,15;9,92,30,,Super equipped,2,1,1,2015,,0,Gas,Double glass,,,0,94,B,1,2,,1,100,,1,27,,,,1,,1,,1,,,,,,Immediately,Normal,,,,5,0,100,,Brussels,6.36
vbe32447,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbe32447,ImmoVlan,2026-06-15,2026-06-08,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe32447.html,flat,apartment,for-rent,0,1800,16.36,,,Rue Neerveld,101 17,1200,Sint-Lambrechts-Woluwe,Brussels,Brussels,50.8515792,4.4408888,2,14;12,110,40,,Super equipped,2,1,2,2025,,0,Gas,Double glass,,,0,,,1,2,,,,,1,16,,,,1,,1,,1,,,,,,Immediately,New,,,,,4,125,,Brussels,6.41
vbe32450,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbe32450,ImmoVlan,2026-06-15,2026-06-08,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe32450.html,flat,apartment,for-rent,0,2200,13.17,,,Avenue A.J. Slegers,65 2,1200,Sint-Lambrechts-Woluwe,Brussels,Brussels,50.8409281,4.4290473,3,20;14;12,167,50,,Super equipped,2,1,2,1995,,0,Gas,Double glass,,,0,,,1,2,,,,,1,25,,1,1,1,,,,1,,,,,,,Excellent,,,,4,1,200,,Brussels,5.59
vbe32715,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbe32715,ImmoVlan,2026-06-15,2026-06-09,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe32715.html,flat,apartment,for-rent,0,1480,11.84,,,Avenue des Vaillants,5,1200,Sint-Lambrechts-Woluwe,Brussels,Brussels,50.8442664,4.4276027,3,16;12;9,125,35,14,Fully equipped,1,1,2,1965,,0,Fuel oil,Double glass,,,,123,C,0,2,South,,,,1,5,,1,1,,,1,1,1,1,,,,,,Normal,,,,5,3,,,Brussels,5.46
vbe32827,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbe32827,ImmoVlan,2026-06-15,2026-06-09,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe32827.html,flat,apartment,for-rent,0,2000,15.87,,,Clos Amanda Stassart,10 1,1200,Sint-Lambrechts-Woluwe,Brussels,Brussels,50.8406169,4.4461565,3,16;10;10,126,37,10,Super equipped,2,,2,2021,,0,Gas,Triple glass,,,,47,B,1,2,,,,,1,11,,,,2,2,1,,1,1,,,,,,Normal,,,,6,3,240,,Brussels,6.79
vbe32458,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbe32458,ImmoVlan,2026-06-15,2026-06-08,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe32458.html,flat,apartment,for-rent,0,1225,15.31,,,Rue Jacques Hoton,14 1,1200,Sint-Lambrechts-Woluwe,Brussels,Brussels,50.8472899,4.4243233,1,15,80,19,,Fully equipped,1,,1,,,0,Gas,Double glass,,,,446,G,,2,,1,,,1,10,,,,,,1,,0,1,,,,,Immediately,Normal,,,,3,0,25,,Brussels,5.23
vbe33217,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbe33217,ImmoVlan,2026-06-15,2026-06-09,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe33217.html,flat,apartment,for-rent,0,1750,16.99,,,Avenue du Castel,64B,1200,Sint-Lambrechts-Woluwe,Brussels,Brussels,50.8413199,4.4105901,2,14;10,103,30,,Super equipped,1,1,1,2023,,0,Gas,Double glass,,,,319,F,1,2,,,,,1,3,,,,,,1,,0,,,,,,,New,,,,3,2,100,,Brussels,4.3
vbe33641,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbe33641,ImmoVlan,2026-06-15,2026-06-10,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe33641.html,flat,apartment,for-rent,0,1450,12.61,,,Avenue Paul Hymans,19,1200,Sint-Lambrechts-Woluwe,Brussels,Brussels,50.843822,4.4247647,2,15;13,115,35,,Super equipped,1,1,1,1953,,,,,,,,328,F,1,3,,,,,1,,,1,1,,,,,1,,,,,,Immediately,Fully renovated,,,,5,1,300,,Brussels,5.27
vbe33745,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbe33745,ImmoVlan,2026-06-15,2026-06-10,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe33745.html,flat,apartment,for-rent,0,1650,19.41,,,Avenue de la Nielle,33 6,1200,Sint-Lambrechts-Woluwe,Brussels,Brussels,50.8512353,4.4316487,2,14;9,85,,,Super equipped,2,2,2,2008,,0,Gas,Double glass,,,,76,B,1,2,,,,,1,12,,,,1,,,,1,,,,,,,Excellent,,,,4,2,100,,Brussels,5.76
vbe33747,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbe33747,ImmoVlan,2026-06-15,2026-06-10,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe33747.html,flat,apartment,for-rent,0,1450,19.33,,,,,1200,Sint-Lambrechts-Woluwe,Brussels,Brussels,50.842365,4.423892,1,15,75,35,,Super equipped,1,,1,,,1,Gas,Double glass,,,,279,F,1,2,,1,,,1,,,,,,,,,0,,,,,,Immediately,Excellent,,,,4,1,270,,Brussels,5.22
vbe33889,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbe33889,ImmoVlan,2026-06-15,2026-06-11,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe33889.html,flat,apartment,for-rent,0,970,,,,Rue Neerveld,,1200,Sint-Lambrechts-Woluwe,Brussels,Brussels,50.8528019,4.4422023,1,19,0,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,From 14/07/2026,,,,,,,,,Brussels,6.52
vbe34059,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbe34059,ImmoVlan,2026-06-15,2026-06-11,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe34059.html,flat,apartment,for-rent,0,1350,20.77,,,,,1200,Sint-Lambrechts-Woluwe,Brussels,Brussels,50.842365,4.423892,1,14,65,,,,,1,1,2019,0,,,Double glass,,,0,53,B,1,4,South,,,,1,5,,,,1,,,,1,1,,,,,From 31/08/2026,Excellent,,,,2,2,70,,Brussels,5.22
vbe34254,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbe34254,ImmoVlan,2026-06-15,2026-06-11,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe34254.html,flat,apartment,for-rent,0,1200,17.14,,,rue Théodore De Cuyper,9,1200,Sint-Lambrechts-Woluwe,Brussels,Brussels,50.849491,4.4315109,2,,70,30,,,1,,,,0,,Gas,,,,,95,B,,3,,,,,,,,,,,1,,,,,,,,,From 15/09/2026,,,,,,3,125,,Brussels,5.74
vbe34316,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbe34316,ImmoVlan,2026-06-15,2026-06-11,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe34316.html,flat,apartment,for-rent,0,1650,15.42,,,,,1200,Sint-Lambrechts-Woluwe,Brussels,Brussels,50.842365,4.423892,2,14;12,107,,,Super equipped,1,,2,2014,,0,Gas,,,,,67,B,1,,,,,,1,,,,,1,1,,,1,,,,,,,New,,,,4,1,120,,Brussels,5.22
vbe34092,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbe34092,ImmoVlan,2026-06-15,2026-06-15,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe34092.html,,,for-rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vwd17202,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vwd17202,ImmoVlan,2026-06-15,2026-04-09,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vwd17202.html,flat,apartment,for-rent,0,1500,16.67,,,rue du tomberg,84,1200,Sint-Lambrechts-Woluwe,Brussels,Brussels,50.842233,4.4282111,2,14;12,90,40,10,Super equipped,1,,,,,0,,,,,,,,,,,0,,,1,12,,,,1,,1,,1,1,,,,,,,,,,,,100,,Brussels,5.52
vwd17566,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vwd17566,ImmoVlan,2026-06-15,2026-05-19,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vwd17566.html,flat,apartment,for-rent,0,1650,17.93,,,leon tombu,,1200,Sint-Lambrechts-Woluwe,Brussels,Brussels,50.8428069,4.4154532,2,,92,,,,2,,,,,,,Double glass,0,0,0,,B,,,,,,,1,,,1,,,,,,,,,,,,,Excellent,,,,,,,,Brussels,4.62
vwd17394,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vwd17394,ImmoVlan,2026-06-15,2026-06-15,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vwd17394.html,,,for-rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rbv40292,https://immovlan.be/en/detail/apartment/for-rent/1210/sint-joost-ten-node/rbv40292,ImmoVlan,2026-06-15,2026-03-05,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/rbv40292.html,flat,apartment,for-rent,0,730,16.59,,,,,1210,Sint-Joost-ten-Node,Brussels,Brussels,51.2037695,4.4112637,1,,44,,,,1,1,1,,0,1,,Double glass,,,0,157,D,,,,0,,,0,,0,,,,,,,1,,,,,,,,,,,,5,,,Antwerp,1.84
rbv40975,https://immovlan.be/en/detail/apartment/for-rent/1210/sint-joost-ten-node/rbv40975,ImmoVlan,2026-06-15,2026-03-06,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/rbv40975.html,flat,apartment,for-rent,0,780,15.92,,,,,1210,Sint-Joost-ten-Node,Brussels,Brussels,51.2037695,4.4112637,1,,49,,,,1,1,1,,0,1,,Double glass,,,0,160,D,,,,0,,,0,,0,,,,,,,1,,,,,,,,,,,,2,,,Antwerp,1.84
rbv40981,https://immovlan.be/en/detail/apartment/for-rent/1210/sint-joost-ten-node/rbv40981,ImmoVlan,2026-06-15,2026-03-06,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/rbv40981.html,flat,apartment,for-rent,0,870,14.03,,,,,1210,Sint-Joost-ten-Node,Brussels,Brussels,51.2037695,4.4112637,1,,62,,,,1,1,1,,0,1,,Double glass,,,0,162,D,,,,0,,,0,,0,,,,,,,1,,,,,,,,,,,,2,,,Antwerp,1.84
rbv76864,https://immovlan.be/en/detail/apartment/for-rent/1210/sint-joost-ten-node/rbv76864,ImmoVlan,2026-06-15,2026-04-25,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/rbv76864.html,flat,apartment,for-rent,0,1690,28.17,,,Rue de la Ferme,,1210,Sint-Joost-ten-Node,Brussels,Brussels,50.8512321,4.3742404,,,60,,,,,,,,0,,,,,,,,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,3,,,Brussels,1.78
rbw08782,https://immovlan.be/en/detail/apartment/for-rent/1210/sint-joost-ten-node/rbw08782,ImmoVlan,2026-06-15,2026-06-10,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/rbw08782.html,,,for-rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vbe04985,https://immovlan.be/en/detail/apartment/for-rent/1210/sint-joost-ten-node/vbe04985,ImmoVlan,2026-06-15,2026-04-02,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe04985.html,flat,apartment,for-rent,0,750,,,,Rue Royale,,1210,Sint-Joost-ten-Node,Brussels,Brussels,50.8577458,4.3678802,,,0,,,,,,,,0,0,,,,,,,,,,,0,,,0,,0,,,,,,,,,,,,,From 01/07/2026,,,,,,,,,Brussels,1.76
vbe14452,https://immovlan.be/en/detail/apartment/for-rent/1210/sint-joost-ten-node/vbe14452,ImmoVlan,2026-06-15,2026-04-24,/Volumes/nstephane/Dev/AI_Data_Science_training/immo-eliza-scraping/data/html/vbe14452.html,flat,apartment,for-rent,0,1490,12.02,,,,,1210,Sint-Joost-ten-Node,Brussels,Brussels,50.8537715,4.3704657,2,10;17,124,25,9,,2,1,2,1960,1,1,Gas,Double glass,,,,261,E,,2,,0,,,0,,,,,,,,0,0,1,,,,,,Normal,,,,3,1,,,Brussels,1.64
